project_id,year,period_ending_date,budget_component,usd_planned,actuals_usd,forecast_usd
PROJ-0013,2024,2024-08-22,Total Revenue,630297.26,633833.06,
PROJ-0013,2024,2024-08-22,Total Cost,348544.08,348717.82,
PROJ-0013,2024,2024-08-22,Total Margin,348544.08,285115.24,
PROJ-0013,2024,2024-09-19,Fees Revenue,,615060.56,
PROJ-0013,2024,2024-09-19,Fees Cost,,314946.67,
PROJ-0013,2024,2024-09-19,Fees Margin,,300113.89,
PROJ-0013,2024,2024-09-19,Expenses Revenue,,17519.47,
PROJ-0013,2024,2024-09-19,Expenses Cost,,17519.47,
PROJ-0013,2024,2024-09-19,Expenses Margin,,0.0,
PROJ-0013,2024,2024-09-19,Risk Reserve - Revenue,,32871.5,
PROJ-0013,2024,2024-09-19,Risk Reserve - Cost,,32871.5,
PROJ-0013,2024,2024-09-19,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-09-19,Total Revenue,630297.26,665451.53,
PROJ-0013,2024,2024-09-19,Total Cost,348544.08,365337.64,
PROJ-0013,2024,2024-09-19,Total Margin,348544.08,300113.89,
PROJ-0013,2024,2024-10-17,Fees Revenue,,572569.56,
PROJ-0013,2024,2024-10-17,Fees Cost,,295054.67,
PROJ-0013,2024,2024-10-17,Fees Margin,,277514.89,
PROJ-0013,2024,2024-10-17,Expenses Revenue,,17423.27,
PROJ-0013,2024,2024-10-17,Expenses Cost,,17423.27,
PROJ-0013,2024,2024-10-17,Expenses Margin,,0.0,
PROJ-0013,2024,2024-10-17,Risk Reserve - Revenue,,30600.6,
PROJ-0013,2024,2024-10-17,Risk Reserve - Cost,,30600.6,
PROJ-0013,2024,2024-10-17,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-10-17,Total Revenue,630297.26,620593.43,
PROJ-0013,2024,2024-10-17,Total Cost,348544.08,343078.54,
PROJ-0013,2024,2024-10-17,Total Margin,348544.08,277514.89,
PROJ-0013,2024,2024-11-14,Fees Revenue,,593694.05,
PROJ-0013,2024,2024-11-14,Fees Cost,,304914.15,
PROJ-0013,2024,2024-11-14,Fees Margin,,288779.9,
PROJ-0013,2024,2024-11-14,Expenses Revenue,,20803.35,
PROJ-0013,2024,2024-11-14,Expenses Cost,,20803.35,
PROJ-0013,2024,2024-11-14,Expenses Margin,,0.0,
PROJ-0013,2024,2024-11-14,Risk Reserve - Revenue,,31729.58,
PROJ-0013,2024,2024-11-14,Risk Reserve - Cost,,31729.58,
PROJ-0013,2024,2024-11-14,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-11-14,Total Revenue,630297.26,646226.98,
PROJ-0013,2024,2024-11-14,Total Cost,348544.08,357447.08,
PROJ-0013,2024,2024-11-14,Total Margin,348544.08,288779.9,
PROJ-0013,2024,2024-12-12,Fees Revenue,,546717.03,
PROJ-0013,2024,2024-12-12,Fees Cost,,281515.29,
PROJ-0013,2024,2024-12-12,Fees Margin,,265201.74,
PROJ-0013,2024,2024-12-12,Expenses Revenue,,18999.56,
PROJ-0013,2024,2024-12-12,Expenses Cost,,18999.56,
PROJ-0013,2024,2024-12-12,Expenses Margin,,0.0,
PROJ-0013,2024,2024-12-12,Risk Reserve - Revenue,,29218.93,
PROJ-0013,2024,2024-12-12,Risk Reserve - Cost,,29218.93,
PROJ-0013,2024,2024-12-12,Risk Reserve - Margin,,0.0,
PROJ-0013,2024,2024-12-12,Total Revenue,630297.26,594935.52,
PROJ-0013,2024,2024-12-12,Total Cost,348544.08,329733.78,
PROJ-0013,2024,2024-12-12,Total Margin,348544.08,265201.74,
PROJ-0013,2025,2025-01-09,Fees Revenue,,,581259.54
PROJ-0013,2025,2025-01-09,Fees Cost,,,298292.62
PROJ-0013,2025,2025-01-09,Fees Margin,,,282966.92
PROJ-0013,2025,2025-01-09,Expenses Revenue,,,39098.37
PROJ-0013,2025,2025-01-09,Expenses Cost,,,39098.37
PROJ-0013,2025,2025-01-09,Expenses Margin,,,0.0
PROJ-0013,2025,2025-01-09,Risk Reserve - Revenue,,,62293.23
PROJ-0013,2025,2025-01-09,Risk Reserve - Cost,,,62293.23
PROJ-0013,2025,2025-01-09,Risk Reserve - Margin,,,0.0
PROJ-0013,2025,2025-01-09,Total Revenue,,,682651.14
PROJ-0013,2025,2025-01-09,Total Cost,,,399684.22
PROJ-0013,2025,2025-01-09,Total Margin,,,282966.92
PROJ-0013,2025,2025-02-06,Fees Revenue,,,574686.92
PROJ-0013,2025,2025-02-06,Fees Cost,,,294905.68
PROJ-0013,2025,2025-02-06,Fees Margin,,,279781.24
PROJ-0013,2025,2025-02-06,Expenses Revenue,,,39053.59
PROJ-0013,2025,2025-02-06,Expenses Cost,,,39053.59
PROJ-0013,2025,2025-02-06,Expenses Margin,,,0.0
PROJ-0013,2025,2025-02-06,Risk Reserve - Revenue,,,61588.84
PROJ-0013,2025,2025-02-06,Risk Reserve - Cost,,,61588.84
PROJ-0013,2025,2025-02-06,Risk Reserve - Margin,,,0.0
PROJ-0013,2025,2025-02-06,Total Revenue,,,675329.35
PROJ-0013,2025,2025-02-06,Total Cost,,,395548.11
PROJ-0013,2025,2025-02-06,Total Margin,,,279781.24
PROJ-0013,2025,2025-03-06,Fees Revenue,,,564768.8
PROJ-0013,2025,2025-03-06,Fees Cost,,,289705.26
PROJ-0013,2025,2025-03-06,Fees Margin,,,275063.54
PROJ-0013,2025,2025-03-06,Expenses Revenue,,,34510.98
PROJ-0013,2025,2025-03-06,Expenses Cost,,,34510.98
PROJ-0013,2025,2025-03-06,Expenses Margin,,,0.0
PROJ-0013,2025,2025-03-06,Risk Reserve - Revenue,,,60525.92
PROJ-0013,2025,2025-03-06,Risk Reserve - Cost,,,60525.92
PROJ-0013,2025,2025-03-06,Risk Reserve - Margin,,,0.0
PROJ-0013,2025,2025-03-06,Total Revenue,,,659805.7
PROJ-0013,2025,2025-03-06,Total Cost,,,384742.16
PROJ-0013,2025,2025-03-06,Total Margin,,,275063.54
PROJ-0013,2025,2025-04-03,Fees Revenue,,,580632.78
PROJ-0013,2025,2025-04-03,Fees Cost,,,298155.81
PROJ-0013,2025,2025-04-03,Fees Margin,,,282476.97
PROJ-0013,2025,2025-04-03,Expenses Revenue,,,35976.18
PROJ-0013,2025,2025-04-03,Expenses Cost,,,35976.18
PROJ-0013,2025,2025-04-03,Expenses Margin,,,0.0
PROJ-0013,2025,2025-04-03,Risk Reserve - Revenue,,,62226.06
PROJ-0013,2025,2025-04-03,Risk Reserve - Cost,,,62226.06
PROJ-0013,2025,2025-04-03,Risk Reserve - Margin,,,0.0
PROJ-0013,2025,2025-04-03,Total Revenue,,,678835.02
PROJ-0013,2025,2025-04-03,Total Cost,,,396358.05
PROJ-0013,2025,2025-04-03,Total Margin,,,282476.97
PROJ-0014,2024,2024-06-26,Fees Revenue,,227137.48,
PROJ-0014,2024,2024-06-26,Fees Cost,,112700.18,
PROJ-0014,2024,2024-06-26,Fees Margin,,114437.3,
PROJ-0014,2024,2024-06-26,Expenses Revenue,,8433.62,
PROJ-0014,2024,2024-06-26,Expenses Cost,,8433.62,
PROJ-0014,2024,2024-06-26,Expenses Margin,,0.0,
PROJ-0014,2024,2024-06-26,Risk Reserve - Revenue,,11958.41,
PROJ-0014,2024,2024-06-26,Risk Reserve - Cost,,11958.41,
PROJ-0014,2024,2024-06-26,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-06-26,Total Revenue,241278.06,247529.51,
PROJ-0014,2024,2024-06-26,Total Cost,130810.2,133092.21,
PROJ-0014,2024,2024-06-26,Total Margin,130810.2,114437.3,
PROJ-0014,2024,2024-07-24,Fees Revenue,,203771.35,
PROJ-0014,2024,2024-07-24,Fees Cost,,101465.55,
PROJ-0014,2024,2024-07-24,Fees Margin,,102305.8,
PROJ-0014,2024,2024-07-24,Expenses Revenue,,7806.41,
PROJ-0014,2024,2024-07-24,Expenses Cost,,7806.41,
PROJ-0014,2024,2024-07-24,Expenses Margin,,0.0,
PROJ-0014,2024,2024-07-24,Risk Reserve - Revenue,,10728.22,
PROJ-0014,2024,2024-07-24,Risk Reserve - Cost,,10728.22,
PROJ-0014,2024,2024-07-24,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-07-24,Total Revenue,241278.06,222305.98,
PROJ-0014,2024,2024-07-24,Total Cost,130810.2,120000.18,
PROJ-0014,2024,2024-07-24,Total Margin,130810.2,102305.8,
PROJ-0014,2024,2024-08-21,Fees Revenue,,225573.79,
PROJ-0014,2024,2024-08-21,Fees Cost,,112599.85,
PROJ-0014,2024,2024-08-21,Fees Margin,,112973.94,
PROJ-0014,2024,2024-08-21,Expenses Revenue,,11816.58,
PROJ-0014,2024,2024-08-21,Expenses Cost,,11816.58,
PROJ-0014,2024,2024-08-21,Expenses Margin,,0.0,
PROJ-0014,2024,2024-08-21,Risk Reserve - Revenue,,11876.09,
PROJ-0014,2024,2024-08-21,Risk Reserve - Cost,,11876.09,
PROJ-0014,2024,2024-08-21,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-08-21,Total Revenue,241278.06,249266.46,
PROJ-0014,2024,2024-08-21,Total Cost,130810.2,136292.52,
PROJ-0014,2024,2024-08-21,Total Margin,130810.2,112973.94,
PROJ-0014,2024,2024-09-18,Fees Revenue,,225981.4,
PROJ-0014,2024,2024-09-18,Fees Cost,,111930.05,
PROJ-0014,2024,2024-09-18,Fees Margin,,114051.35,
PROJ-0014,2024,2024-09-18,Expenses Revenue,,12197.29,
PROJ-0014,2024,2024-09-18,Expenses Cost,,12197.29,
PROJ-0014,2024,2024-09-18,Expenses Margin,,0.0,
PROJ-0014,2024,2024-09-18,Risk Reserve - Revenue,,11897.55,
PROJ-0014,2024,2024-09-18,Risk Reserve - Cost,,11897.55,
PROJ-0014,2024,2024-09-18,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-09-18,Total Revenue,241278.06,250076.24,
PROJ-0014,2024,2024-09-18,Total Cost,130810.2,136024.89,
PROJ-0014,2024,2024-09-18,Total Margin,130810.2,114051.35,
PROJ-0014,2024,2024-10-16,Fees Revenue,,190794.11,
PROJ-0014,2024,2024-10-16,Fees Cost,,94509.34,
PROJ-0014,2024,2024-10-16,Fees Margin,,96284.77,
PROJ-0014,2024,2024-10-16,Expenses Revenue,,8241.47,
PROJ-0014,2024,2024-10-16,Expenses Cost,,8241.47,
PROJ-0014,2024,2024-10-16,Expenses Margin,,0.0,
PROJ-0014,2024,2024-10-16,Risk Reserve - Revenue,,10044.99,
PROJ-0014,2024,2024-10-16,Risk Reserve - Cost,,10044.99,
PROJ-0014,2024,2024-10-16,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-10-16,Total Revenue,241278.06,209080.57,
PROJ-0014,2024,2024-10-16,Total Cost,130810.2,112795.8,
PROJ-0014,2024,2024-10-16,Total Margin,130810.2,96284.77,
PROJ-0014,2024,2024-11-13,Fees Revenue,,208519.78,
PROJ-0014,2024,2024-11-13,Fees Cost,,104038.67,
PROJ-0014,2024,2024-11-13,Fees Margin,,104481.11,
PROJ-0014,2024,2024-11-13,Expenses Revenue,,11043.85,
PROJ-0014,2024,2024-11-13,Expenses Cost,,11043.85,
PROJ-0014,2024,2024-11-13,Expenses Margin,,0.0,
PROJ-0014,2024,2024-11-13,Risk Reserve - Revenue,,10978.22,
PROJ-0014,2024,2024-11-13,Risk Reserve - Cost,,10978.22,
PROJ-0014,2024,2024-11-13,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-11-13,Total Revenue,241278.06,230541.85,
PROJ-0014,2024,2024-11-13,Total Cost,130810.2,126060.74,
PROJ-0014,2024,2024-11-13,Total Margin,130810.2,104481.11,
PROJ-0014,2024,2024-12-11,Fees Revenue,,210071.84,
PROJ-0014,2024,2024-12-11,Fees Cost,,104160.36,
PROJ-0014,2024,2024-12-11,Fees Margin,,105911.48,
PROJ-0014,2024,2024-12-11,Expenses Revenue,,11166.6,
PROJ-0014,2024,2024-12-11,Expenses Cost,,11166.6,
PROJ-0014,2024,2024-12-11,Expenses Margin,,0.0,
PROJ-0014,2024,2024-12-11,Risk Reserve - Revenue,,11059.93,
PROJ-0014,2024,2024-12-11,Risk Reserve - Cost,,11059.93,
PROJ-0014,2024,2024-12-11,Risk Reserve - Margin,,0.0,
PROJ-0014,2024,2024-12-11,Total Revenue,241278.06,232298.37,
PROJ-0014,2024,2024-12-11,Total Cost,130810.2,126386.89,
PROJ-0014,2024,2024-12-11,Total Margin,130810.2,105911.48,
PROJ-0015,2025,2025-01-14,Fees Revenue,,,280051.01
PROJ-0015,2025,2025-01-14,Fees Cost,,,137769.87
PROJ-0015,2025,2025-01-14,Fees Margin,,,142281.14
PROJ-0015,2025,2025-01-14,Expenses Revenue,,,14820.03
PROJ-0015,2025,2025-01-14,Expenses Cost,,,14820.03
PROJ-0015,2025,2025-01-14,Expenses Margin,,,0.0
PROJ-0015,2025,2025-01-14,Risk Reserve - Revenue,,,20445.32
PROJ-0015,2025,2025-01-14,Risk Reserve - Cost,,,20445.32
PROJ-0015,2025,2025-01-14,Risk Reserve - Margin,,,0.0
PROJ-0015,2025,2025-01-14,Total Revenue,,,315316.36
PROJ-0015,2025,2025-01-14,Total Cost,,,173035.22
PROJ-0015,2025,2025-01-14,Total Margin,,,142281.14
PROJ-0015,2025,2025-02-11,Fees Revenue,,,272616.38
PROJ-0015,2025,2025-02-11,Fees Cost,,,134603.47
PROJ-0015,2025,2025-02-11,Fees Margin,,,138012.91
PROJ-0015,2025,2025-02-11,Expenses Revenue,,,13307.94
PROJ-0015,2025,2025-02-11,Expenses Cost,,,13307.94
PROJ-0015,2025,2025-02-11,Expenses Margin,,,0.0
PROJ-0015,2025,2025-02-11,Risk Reserve - Revenue,,,19902.55
PROJ-0015,2025,2025-02-11,Risk Reserve - Cost,,,19902.55
PROJ-0015,2025,2025-02-11,Risk Reserve - Margin,,,0.0
PROJ-0015,2025,2025-02-11,Total Revenue,,,305826.87
PROJ-0015,2025,2025-02-11,Total Cost,,,167813.96
PROJ-0015,2025,2025-02-11,Total Margin,,,138012.91
PROJ-0015,2025,2025-03-11,Fees Revenue,,,286911.24
PROJ-0015,2025,2025-03-11,Fees Cost,,,141181.87
PROJ-0015,2025,2025-03-11,Fees Margin,,,145729.37
PROJ-0015,2025,2025-03-11,Expenses Revenue,,,14426.44
PROJ-0015,2025,2025-03-11,Expenses Cost,,,14426.44
PROJ-0015,2025,2025-03-11,Expenses Margin,,,0.0
PROJ-0015,2025,2025-03-11,Risk Reserve - Revenue,,,20946.16
PROJ-0015,2025,2025-03-11,Risk Reserve - Cost,,,20946.16
PROJ-0015,2025,2025-03-11,Risk Reserve - Margin,,,0.0
PROJ-0015,2025,2025-03-11,Total Revenue,,,322283.84
PROJ-0015,2025,2025-03-11,Total Cost,,,176554.47
PROJ-0015,2025,2025-03-11,Total Margin,,,145729.37
PROJ-0015,2025,2025-04-08,Fees Revenue,,,290843.36
PROJ-0015,2025,2025-04-08,Fees Cost,,,143482.52
PROJ-0015,2025,2025-04-08,Fees Margin,,,147360.84
PROJ-0015,2025,2025-04-08,Expenses Revenue,,,14386.11
PROJ-0015,2025,2025-04-08,Expenses Cost,,,14386.11
PROJ-0015,2025,2025-04-08,Expenses Margin,,,0.0
PROJ-0015,2025,2025-04-08,Risk Reserve - Revenue,,,21233.22
PROJ-0015,2025,2025-04-08,Risk Reserve - Cost,,,21233.22
PROJ-0015,2025,2025-04-08,Risk Reserve - Margin,,,0.0
PROJ-0015,2025,2025-04-08,Total Revenue,,,326462.69
PROJ-0015,2025,2025-04-08,Total Cost,,,179101.85
PROJ-0015,2025,2025-04-08,Total Margin,,,147360.84
PROJ-0015,2025,2025-05-06,Fees Revenue,,,280577.34
PROJ-0015,2025,2025-05-06,Fees Cost,,,138517.3
PROJ-0015,2025,2025-05-06,Fees Margin,,,142060.04
PROJ-0015,2025,2025-05-06,Expenses Revenue,,,13647.76
PROJ-0015,2025,2025-05-06,Expenses Cost,,,13647.76
PROJ-0015,2025,2025-05-06,Expenses Margin,,,0.0
PROJ-0015,2025,2025-05-06,Risk Reserve - Revenue,,,20483.75
PROJ-0015,2025,2025-05-06,Risk Reserve - Cost,,,20483.75
PROJ-0015,2025,2025-05-06,Risk Reserve - Margin,,,0.0
PROJ-0015,2025,2025-05-06,Total Revenue,,,314708.85
PROJ-0015,2025,2025-05-06,Total Cost,,,172648.81
PROJ-0015,2025,2025-05-06,Total Margin,,,142060.04
PROJ-0015,2025,2025-06-03,Fees Revenue,,,284897.6
PROJ-0015,2025,2025-06-03,Fees Cost,,,140447.43
PROJ-0015,2025,2025-06-03,Fees Margin,,,144450.17
PROJ-0015,2025,2025-06-03,Expenses Revenue,,,17190.75
PROJ-0015,2025,2025-06-03,Expenses Cost,,,17190.75
PROJ-0015,2025,2025-06-03,Expenses Margin,,,0.0
PROJ-0015,2025,2025-06-03,Risk Reserve - Revenue,,,20799.15
PROJ-0015,2025,2025-06-03,Risk Reserve - Cost,,,20799.15
PROJ-0015,2025,2025-06-03,Risk Reserve - Margin,,,0.0
PROJ-0015,2025,2025-06-03,Total Revenue,,,322887.5
PROJ-0015,2025,2025-06-03,Total Cost,,,178437.33
PROJ-0015,2025,2025-06-03,Total Margin,,,144450.17
PROJ-0016,2023,2023-11-06,Fees Revenue,,286037.26,
PROJ-0016,2023,2023-11-06,Fees Cost,,146623.42,
PROJ-0016,2023,2023-11-06,Fees Margin,,139413.84,
PROJ-0016,2023,2023-11-06,Expenses Revenue,,17889.36,
PROJ-0016,2023,2023-11-06,Expenses Cost,,17889.36,
PROJ-0016,2023,2023-11-06,Expenses Margin,,0.0,
PROJ-0016,2023,2023-11-06,Risk Reserve - Revenue,,0.0,
PROJ-0016,2023,2023-11-06,Risk Reserve - Cost,,0.0,
PROJ-0016,2023,2023-11-06,Risk Reserve - Margin,,0.0,
PROJ-0016,2023,2023-11-06,Total Revenue,425597.29,303926.62,
PROJ-0016,2023,2023-11-06,Total Cost,231231.83,164512.78,
PROJ-0016,2023,2023-11-06,Total Margin,231231.83,139413.84,
PROJ-0016,2023,2023-12-04,Fees Revenue,,264119.77,
PROJ-0016,2023,2023-12-04,Fees Cost,,135421.01,
PROJ-0016,2023,2023-12-04,Fees Margin,,128698.76,
PROJ-0016,2023,2023-12-04,Expenses Revenue,,21368.14,
PROJ-0016,2023,2023-12-04,Expenses Cost,,21368.14,
PROJ-0016,2023,2023-12-04,Expenses Margin,,0.0,
PROJ-0016,2023,2023-12-04,Risk Reserve - Revenue,,0.0,
PROJ-0016,2023,2023-12-04,Risk Reserve - Cost,,0.0,
PROJ-0016,2023,2023-12-04,Risk Reserve - Margin,,0.0,
PROJ-0016,2023,2023-12-04,Total Revenue,425597.29,285487.91,
PROJ-0016,2023,2023-12-04,Total Cost,231231.83,156789.15,
PROJ-0016,2023,2023-12-04,Total Margin,231231.83,128698.76,
PROJ-0016,2024,2024-01-01,Fees Revenue,,266411.61,
PROJ-0016,2024,2024-01-01,Fees Cost,,136363.32,
PROJ-0016,2024,2024-01-01,Fees Margin,,130048.29,
PROJ-0016,2024,2024-01-01,Expenses Revenue,,15622.52,
PROJ-0016,2024,2024-01-01,Expenses Cost,,15622.52,
PROJ-0016,2024,2024-01-01,Expenses Margin,,0.0,
PROJ-0016,2024,2024-01-01,Risk Reserve - Revenue,,0.0,
PROJ-0016,2024,2024-01-01,Risk Reserve - Cost,,0.0,
PROJ-0016,2024,2024-01-01,Risk Reserve - Margin,,0.0,
PROJ-0016,2024,2024-01-01,Total Revenue,265208.48,282034.13,
PROJ-0016,2024,2024-01-01,Total Cost,143072.61,151985.84,
PROJ-0016,2024,2024-01-01,Total Margin,143072.61,130048.29,
PROJ-0016,2024,2024-01-29,Fees Revenue,,283045.07,
PROJ-0016,2024,2024-01-29,Fees Cost,,145343.34,
PROJ-0016,2024,2024-01-29,Fees Margin,,137701.73,
PROJ-0016,2024,2024-01-29,Expenses Revenue,,16696.4,
PROJ-0016,2024,2024-01-29,Expenses Cost,,16696.4,
PROJ-0016,2024,2024-01-29,Expenses Margin,,0.0,
PROJ-0016,2024,2024-01-29,Risk Reserve - Revenue,,0.0,
PROJ-0016,2024,2024-01-29,Risk Reserve - Cost,,0.0,
PROJ-0016,2024,2024-01-29,Risk Reserve - Margin,,0.0,
PROJ-0016,2024,2024-01-29,Total Revenue,265208.48,299741.47,
PROJ-0016,2024,2024-01-29,Total Cost,143072.61,162039.74,
PROJ-0016,2024,2024-01-29,Total Margin,143072.61,137701.73,
PROJ-0016,2024,2024-02-26,Fees Revenue,,282145.18,
PROJ-0016,2024,2024-02-26,Fees Cost,,144169.21,
PROJ-0016,2024,2024-02-26,Fees Margin,,137975.97,
PROJ-0016,2024,2024-02-26,Expenses Revenue,,18030.3,
PROJ-0016,2024,2024-02-26,Expenses Cost,,18030.3,
PROJ-0016,2024,2024-02-26,Expenses Margin,,0.0,
PROJ-0016,2024,2024-02-26,Risk Reserve - Revenue,,0.0,
PROJ-0016,2024,2024-02-26,Risk Reserve - Cost,,0.0,
PROJ-0016,2024,2024-02-26,Risk Reserve - Margin,,0.0,
PROJ-0016,2024,2024-02-26,Total Revenue,265208.48,300175.48,
PROJ-0016,2024,2024-02-26,Total Cost,143072.61,162199.51,
PROJ-0016,2024,2024-02-26,Total Margin,143072.61,137975.97,
PROJ-0016,2024,2024-03-25,Fees Revenue,,288473.07,
PROJ-0016,2024,2024-03-25,Fees Cost,,147706.51,
PROJ-0016,2024,2024-03-25,Fees Margin,,140766.56,
PROJ-0016,2024,2024-03-25,Expenses Revenue,,17477.45,
PROJ-0016,2024,2024-03-25,Expenses Cost,,17477.45,
PROJ-0016,2024,2024-03-25,Expenses Margin,,0.0,
PROJ-0016,2024,2024-03-25,Risk Reserve - Revenue,,0.0,
PROJ-0016,2024,2024-03-25,Risk Reserve - Cost,,0.0,
PROJ-0016,2024,2024-03-25,Risk Reserve - Margin,,0.0,
PROJ-0016,2024,2024-03-25,Total Revenue,265208.48,305950.52,
PROJ-0016,2024,2024-03-25,Total Cost,143072.61,165183.96,
PROJ-0016,2024,2024-03-25,Total Margin,143072.61,140766.56,
PROJ-0016,2024,2024-04-22,Fees Revenue,,284725.39,
PROJ-0016,2024,2024-04-22,Fees Cost,,146230.91,
PROJ-0016,2024,2024-04-22,Fees Margin,,138494.48,
PROJ-0016,2024,2024-04-22,Expenses Revenue,,19691.78,
PROJ-0016,2024,2024-04-22,Expenses Cost,,19691.78,
PROJ-0016,2024,2024-04-22,Expenses Margin,,0.0,
PROJ-0016,2024,2024-04-22,Risk Reserve - Revenue,,0.0,
PROJ-0016,2024,2024-04-22,Risk Reserve - Cost,,0.0,
PROJ-0016,2024,2024-04-22,Risk Reserve - Margin,,0.0,
PROJ-0016,2024,2024-04-22,Total Revenue,265208.48,304417.17,
PROJ-0016,2024,2024-04-22,Total Cost,143072.61,165922.69,
PROJ-0016,2024,2024-04-22,Total Margin,143072.61,138494.48,
PROJ-0017,2023,2023-06-08,Fees Revenue,,286578.08,
PROJ-0017,2023,2023-06-08,Fees Cost,,141191.01,
PROJ-0017,2023,2023-06-08,Fees Margin,,145387.07,
PROJ-0017,2023,2023-06-08,Expenses Revenue,,13213.27,
PROJ-0017,2023,2023-06-08,Expenses Cost,,13213.27,
PROJ-0017,2023,2023-06-08,Expenses Margin,,0.0,
PROJ-0017,2023,2023-06-08,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-06-08,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-06-08,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-06-08,Total Revenue,292587.82,299791.35,
PROJ-0017,2023,2023-06-08,Total Cost,152340.29,154404.28,
PROJ-0017,2023,2023-06-08,Total Margin,152340.29,145387.07,
PROJ-0017,2023,2023-07-06,Fees Revenue,,258128.13,
PROJ-0017,2023,2023-07-06,Fees Cost,,127401.27,
PROJ-0017,2023,2023-07-06,Fees Margin,,130726.86,
PROJ-0017,2023,2023-07-06,Expenses Revenue,,14249.86,
PROJ-0017,2023,2023-07-06,Expenses Cost,,14249.86,
PROJ-0017,2023,2023-07-06,Expenses Margin,,0.0,
PROJ-0017,2023,2023-07-06,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-07-06,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-07-06,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-07-06,Total Revenue,292587.82,272377.99,
PROJ-0017,2023,2023-07-06,Total Cost,152340.29,141651.13,
PROJ-0017,2023,2023-07-06,Total Margin,152340.29,130726.86,
PROJ-0017,2023,2023-08-03,Fees Revenue,,283123.56,
PROJ-0017,2023,2023-08-03,Fees Cost,,139986.13,
PROJ-0017,2023,2023-08-03,Fees Margin,,143137.43,
PROJ-0017,2023,2023-08-03,Expenses Revenue,,16039.21,
PROJ-0017,2023,2023-08-03,Expenses Cost,,16039.21,
PROJ-0017,2023,2023-08-03,Expenses Margin,,0.0,
PROJ-0017,2023,2023-08-03,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-08-03,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-08-03,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-08-03,Total Revenue,292587.82,299162.77,
PROJ-0017,2023,2023-08-03,Total Cost,152340.29,156025.34,
PROJ-0017,2023,2023-08-03,Total Margin,152340.29,143137.43,
PROJ-0017,2023,2023-08-31,Fees Revenue,,276547.82,
PROJ-0017,2023,2023-08-31,Fees Cost,,136712.6,
PROJ-0017,2023,2023-08-31,Fees Margin,,139835.22,
PROJ-0017,2023,2023-08-31,Expenses Revenue,,18097.8,
PROJ-0017,2023,2023-08-31,Expenses Cost,,18097.8,
PROJ-0017,2023,2023-08-31,Expenses Margin,,0.0,
PROJ-0017,2023,2023-08-31,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-08-31,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-08-31,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-08-31,Total Revenue,292587.82,294645.62,
PROJ-0017,2023,2023-08-31,Total Cost,152340.29,154810.4,
PROJ-0017,2023,2023-08-31,Total Margin,152340.29,139835.22,
PROJ-0017,2023,2023-09-28,Fees Revenue,,303858.31,
PROJ-0017,2023,2023-09-28,Fees Cost,,149875.56,
PROJ-0017,2023,2023-09-28,Fees Margin,,153982.75,
PROJ-0017,2023,2023-09-28,Expenses Revenue,,16250.69,
PROJ-0017,2023,2023-09-28,Expenses Cost,,16250.69,
PROJ-0017,2023,2023-09-28,Expenses Margin,,0.0,
PROJ-0017,2023,2023-09-28,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-09-28,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-09-28,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-09-28,Total Revenue,292587.82,320109.0,
PROJ-0017,2023,2023-09-28,Total Cost,152340.29,166126.25,
PROJ-0017,2023,2023-09-28,Total Margin,152340.29,153982.75,
PROJ-0017,2023,2023-10-26,Fees Revenue,,299295.93,
PROJ-0017,2023,2023-10-26,Fees Cost,,147945.21,
PROJ-0017,2023,2023-10-26,Fees Margin,,151350.72,
PROJ-0017,2023,2023-10-26,Expenses Revenue,,15610.51,
PROJ-0017,2023,2023-10-26,Expenses Cost,,15610.51,
PROJ-0017,2023,2023-10-26,Expenses Margin,,0.0,
PROJ-0017,2023,2023-10-26,Risk Reserve - Revenue,,0.0,
PROJ-0017,2023,2023-10-26,Risk Reserve - Cost,,0.0,
PROJ-0017,2023,2023-10-26,Risk Reserve - Margin,,0.0,
PROJ-0017,2023,2023-10-26,Total Revenue,292587.82,314906.44,
